contract_symbol,last_trade_date,strike,last_price,bid,ask,change,percent_change,volume,open_interest,implied_volatility,in_the_money,contract_size,currency,expiration,type,date_pulled
AAPL251024P00255000,2025-10-06 19:57:53+00:00,255.0,4.17,4.15,4.25,0.37000012,9.736845,959.0,2718,0.21692677612304687,False,REGULAR,USD,2025-10-24,P,2025-10-06
AAPL251024P00260000,2025-10-06 19:49:40+00:00,260.0,6.52,6.65,6.75,0.4499998,7.4135056,513.0,657,0.2092364233398437,True,REGULAR,USD,2025-10-24,P,2025-10-06
AAPL251024P00265000,2025-10-06 17:54:18+00:00,265.0,9.9,9.95,10.1,0.6999998,7.608694,92.0,55,0.20459779785156246,True,REGULAR,USD,2025-10-24,P,2025-10-06
AAPL251024P00270000,2025-10-06 17:18:42+00:00,270.0,14.18,13.9,14.3,1.4300003,11.215689,76.0,234,0.2133867724609375,True,REGULAR,USD,2025-10-24,P,2025-10-06
AAPL251024P00275000,2025-10-02 18:23:11+00:00,275.0,17.74,18.3,18.9,0.0,0.0,3.0,104,0.2274247180175781,True,REGULAR,USD,2025-10-24,P,2025-10-06
AAPL251024P00280000,2025-10-06 18:05:05+00:00,280.0,23.8,22.8,23.8,2.25,10.440836,30.0,6,0.2585523364257813,True,REGULAR,USD,2025-10-24,P,2025-10-06
AAPL251024P00285000,2025-10-03 19:21:30+00:00,285.0,28.77,27.85,28.9,1.6700001,6.1623616,1.0,13,0.31055376953124997,True,REGULAR,USD,2025-10-24,P,2025-10-06
AAPL251024P00290000,2025-09-09 17:12:43+00:00,290.0,51.75,32.55,33.75,0.0,0.0,,0,0.32813171874999997,True,REGULAR,USD,2025-10-24,P,2025-10-06
AAPL251024P00295000,2025-10-01 13:59:30+00:00,295.0,38.47,37.65,38.9,0.0,0.0,1.0,0,0.38623660644531244,True,REGULAR,USD,2025-10-24,P,2025-10-06
AAPL251024P00300000,2025-09-25 19:49:34+00:00,300.0,44.2,42.75,43.85,0.0,0.0,,0,0.41431249755859373,True,REGULAR,USD,2025-10-24,P,2025-10-06
AAPL251024P00325000,2025-09-10 16:39:37+00:00,325.0,97.87,67.75,68.85,0.0,0.0,,0,0.5749554223632812,True,REGULAR,USD,2025-10-24,P,2025-10-06
AAPL251031C00140000,2025-10-01 15:04:17+00:00,140.0,116.35,116.35,117.65,0.0,0.0,1.0,3,1.0615281298828125,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00155000,2025-09-29 17:39:19+00:00,155.0,99.15,101.55,102.65,0.0,0.0,1.0,1,0.93945373046875,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00170000,2025-09-29 15:11:26+00:00,170.0,84.96,86.8,88.15,0.0,0.0,1.0,7,0.8808605664062499,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00180000,2025-10-03 14:13:43+00:00,180.0,79.38,76.7,77.7,0.0,0.0,9.0,11,0.71679970703125,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00185000,2025-09-26 14:05:35+00:00,185.0,72.14,71.6,72.95,0.0,0.0,2.0,4,0.6860382958984376,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00190000,2025-10-06 19:27:15+00:00,190.0,67.35,66.75,68.1,0.5699997,0.8535485,14.0,6,0.6669955175781253,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00195000,2025-10-03 17:45:16+00:00,195.0,63.33,61.65,63.2,0.0,0.0,3.0,149,0.6186561572265626,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00200000,2025-10-01 15:51:48+00:00,200.0,57.89,57.0,58.15,0.9700012,1.7041484,21.0,82,0.5937540625000001,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00205000,2025-10-03 16:24:36+00:00,205.0,54.51,51.65,53.05,0.0,0.0,1.0,5,0.5129443237304687,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00210000,2025-10-06 15:06:40+00:00,210.0,47.75,47.35,47.8,-1.2999992,-2.6503553,3.0,63,0.5251512329101562,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00215000,2025-10-06 17:39:19+00:00,215.0,42.52,42.45,43.35,-1.9799995,-4.449437,14.0,80,0.5291795129394532,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00220000,2025-10-06 19:20:13+00:00,220.0,37.45,37.4,38.8,-2.0499992,-5.1898713,4.0,82,0.512578116455078,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00225000,2025-10-06 17:43:48+00:00,225.0,32.2,32.55,33.4,-1.9500008,-5.7101045,7.0,2142,0.4293269958496094,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00230000,2025-10-06 19:24:04+00:00,230.0,28.83,28.2,28.5,-0.7800007,-2.6342475,84.0,837,0.3841614318847656,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00235000,2025-10-06 19:48:01+00:00,235.0,24.08,23.7,23.95,-0.8899994,-3.5642748,204.0,903,0.3582827844238281,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00240000,2025-10-06 19:43:44+00:00,240.0,19.85,19.4,19.65,-0.94999886,-4.567302,129.0,1938,0.33801931518554684,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00245000,2025-10-06 18:33:26+00:00,245.0,15.52,15.45,15.6,-1.2299995,-7.343281,82.0,963,0.3186103295898437,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00250000,2025-10-06 19:50:54+00:00,250.0,12.21,11.9,12.05,-0.39000034,-3.0952408,121.0,5468,0.3069527313232422,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00255000,2025-10-06 19:59:05+00:00,255.0,8.85,8.85,8.95,-0.62999916,-6.645561,2120.0,3985,0.29651582397460935,True,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00260000,2025-10-06 19:59:45+00:00,260.0,6.35,6.3,6.4,-0.5999999,-8.633093,1639.0,5526,0.28888650573730457,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00265000,2025-10-06 19:58:49+00:00,265.0,4.36,4.3,4.4,-0.37999964,-8.01687,818.0,3697,0.2833323620605468,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00270000,2025-10-06 19:59:46+00:00,270.0,2.87,2.82,2.9,-0.23000002,-7.419356,3768.0,7210,0.27893787475585935,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00275000,2025-10-06 19:48:35+00:00,275.0,1.87,1.84,1.88,-0.13,-6.5,1225.0,2577,0.27808339111328123,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00280000,2025-10-06 19:49:09+00:00,280.0,1.23,1.17,1.2,-0.01999998,-1.5999985,1076.0,5462,0.2791820129394531,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00285000,2025-10-06 19:37:40+00:00,285.0,0.81,0.75,0.78,0.050000012,6.5789485,354.0,622,0.28357650024414055,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00290000,2025-10-06 19:59:10+00:00,290.0,0.51,0.49,0.51,0.030000001,6.25,9518.0,766,0.2890696093749999,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00295000,2025-10-06 19:24:24+00:00,295.0,0.35,0.32,0.34,0.030000001,9.375,102.0,1408,0.29566134033203123,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00300000,2025-10-06 19:27:57+00:00,300.0,0.23,0.2,0.23,0.040000007,21.052635,1254.0,2354,0.30274134765625,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00305000,2025-10-06 16:43:20+00:00,305.0,0.15,0.14,0.15,0.010000005,7.1428604,16.0,803,0.30811238769531246,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00310000,2025-10-06 18:38:34+00:00,310.0,0.11,0.08,0.1,0.009999998,9.999997,9.0,378,0.31445998046874996,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00315000,2025-10-06 17:05:12+00:00,315.0,0.05,0.05,0.07,0.010000002,25.000004,51.0,98,0.32227240234374993,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00320000,2025-10-06 16:46:37+00:00,320.0,0.05,0.02,0.05,-0.009999998,-16.666662,14.0,1156,0.33008482421874996,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031C00325000,2025-10-06 19:54:57+00:00,325.0,0.03,0.03,0.04,-0.01,-25.0,88.0,275,0.34180345703125,False,REGULAR,USD,2025-10-31,C,2025-10-06
AAPL251031P00110000,2025-10-06 19:49:43+00:00,110.0,0.01,0.0,0.23,-0.02,-66.66667,1.0,13,1.2734411328124997,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00120000,2025-09-15 19:38:10+00:00,120.0,0.05,0.0,0.23,0.0,0.0,,1,1.150394873046875,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00125000,2025-10-03 13:30:09+00:00,125.0,0.09,0.0,0.02,0.0,0.0,5.0,5,0.85937640625,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00130000,2025-09-29 16:17:18+00:00,130.0,0.05,0.0,0.03,0.0,0.0,1.0,13,0.8437515624999999,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00135000,2025-09-24 19:10:32+00:00,135.0,0.02,0.0,0.03,0.0,0.0,4.0,2,0.804689453125,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00140000,2025-10-06 17:47:23+00:00,140.0,0.01,0.0,0.03,-0.03,-75.0,1.0,22,0.7578149218750001,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00145000,2025-10-06 17:47:17+00:00,145.0,0.01,0.0,0.04,-0.03,-75.0,1.0,17,0.73437765625,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00150000,2025-10-06 18:42:13+00:00,150.0,0.03,0.01,0.04,-0.03,-50.0,6.0,45,0.710940390625,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00155000,2025-10-06 16:32:42+00:00,155.0,0.05,0.01,0.05,-0.009999998,-16.666662,2.0,44,0.6796907031250001,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00160000,2025-10-03 19:41:47+00:00,160.0,0.07,0.02,0.06,0.0,0.0,168.0,108,0.6601596484375001,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00165000,2025-10-03 19:58:49+00:00,165.0,0.07,0.03,0.06,0.0,0.0,71.0,9,0.6289099609375001,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00170000,2025-10-06 17:39:52+00:00,170.0,0.05,0.04,0.07,-0.029999997,-37.499996,21.0,30,0.6015664843750002,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00175000,2025-09-29 17:41:17+00:00,175.0,0.09,0.05,0.08,0.0,0.0,1.0,15,0.5742230078125,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00180000,2025-10-03 16:28:43+00:00,180.0,0.09,0.06,0.09,0.0,0.0,16.0,72,0.5449264257812501,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00185000,2025-10-06 19:05:19+00:00,185.0,0.08,0.08,0.11,-0.020000003,-20.000002,3.0,175,0.5214891601562499,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00190000,2025-10-06 19:24:20+00:00,190.0,0.11,0.1,0.12,-0.019999996,-15.384612,2.0,114,0.49805189453125004,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00195000,2025-10-06 19:23:47+00:00,195.0,0.13,0.12,0.15,-0.02000001,-13.333339,15.0,119,0.47461462890625,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00200000,2025-10-06 19:24:20+00:00,200.0,0.17,0.15,0.18,0.010000005,6.2500033,103.0,491,0.44727115234375,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00205000,2025-10-06 15:52:48+00:00,205.0,0.21,0.19,0.21,0.0,0.0,30.0,152,0.4184628466796875,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00210000,2025-10-06 19:24:18+00:00,210.0,0.24,0.24,0.27,-0.010000005,-4.000002,85.0,590,0.39551385742187506,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00215000,2025-10-06 19:37:06+00:00,215.0,0.35,0.32,0.34,0.030000001,9.375,14.0,384,0.3711000390625,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00220000,2025-10-06 19:47:55+00:00,220.0,0.45,0.43,0.47,0.0,0.0,98.0,1028,0.35205726074218746,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00225000,2025-10-06 19:47:55+00:00,225.0,0.62,0.62,0.65,0.01999998,3.33333,261.0,991,0.33301448242187504,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00230000,2025-10-06 19:46:06+00:00,230.0,0.9,0.9,0.94,0.029999971,3.4482725,240.0,2337,0.31702343139648437,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00235000,2025-10-06 19:46:06+00:00,235.0,1.34,1.35,1.4,0.07000005,5.511815,184.0,1082,0.30408410766601557,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00240000,2025-10-06 19:47:55+00:00,240.0,2.05,2.04,2.09,0.13999999,7.329842,853.0,2625,0.2926096130371093,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00245000,2025-10-06 19:49:08+00:00,245.0,3.1,3.05,3.1,0.31999993,11.510789,2959.0,1199,0.2827220166015625,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00250000,2025-10-06 19:52:22+00:00,250.0,4.5,4.45,4.55,0.4000001,9.7561,345.0,1605,0.2751537329101562,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00255000,2025-10-06 19:52:22+00:00,255.0,6.36,6.35,6.45,0.55999994,9.65517,498.0,1870,0.26673096557617193,False,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00260000,2025-10-06 19:23:47+00:00,260.0,9.08,8.8,8.9,0.6000004,7.0754766,271.0,753,0.2590406127929688,True,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00265000,2025-10-06 19:55:46+00:00,265.0,11.63,11.75,11.9,0.69000053,6.307135,50.0,277,0.25110612182617187,True,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00270000,2025-10-06 18:44:28+00:00,270.0,15.61,15.35,15.85,1.3699999,9.620786,10.0,234,0.26258061645507813,True,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00275000,2025-10-06 13:30:03+00:00,275.0,18.31,19.3,19.7,-0.44000053,-2.3466694,2.0,44,0.25025163818359375,True,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00280000,2025-10-06 17:23:11+00:00,280.0,24.03,23.7,23.95,2.0100002,9.128067,3.0,10,0.2356033471679687,True,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00285000,2025-10-06 18:11:41+00:00,285.0,29.2,28.35,28.7,2.0500011,7.550649,2.0,5,0.24268335449218748,True,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00290000,2025-09-30 17:11:21+00:00,290.0,36.13,33.05,33.95,0.0,0.0,1.0,0,0.3039620385742187,True,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00295000,2025-09-22 14:06:19+00:00,295.0,43.47,37.85,38.9,0.0,0.0,,0,0.33008482421874996,True,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00300000,2025-10-02 15:18:10+00:00,300.0,43.56,42.85,43.75,0.0,0.0,5.0,0,0.3403386279296875,True,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00310000,2025-09-25 13:30:02+00:00,310.0,56.26,52.9,53.9,0.0,0.0,,0,0.41870698486328123,True,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251031P00315000,2025-09-30 17:11:21+00:00,315.0,61.11,57.75,58.85,0.0,0.0,1.0,0,0.43897045410156255,True,REGULAR,USD,2025-10-31,P,2025-10-06
AAPL251107C00110000,2025-10-03 14:35:03+00:00,110.0,148.43,146.1,148.8,0.0,0.0,5.0,6,1.4663112622070313,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00120000,2025-09-26 19:26:05+00:00,120.0,136.28,136.25,138.7,0.0,0.0,1.0,1,1.3369173779296872,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00140000,2025-10-01 15:02:44+00:00,140.0,116.3,116.55,118.7,0.0,0.0,,1,1.1274457690429687,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00150000,2025-09-29 14:44:06+00:00,150.0,105.04,106.25,107.95,0.0,0.0,,1,0.8818371191406249,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00165000,2025-10-01 17:35:54+00:00,165.0,91.99,91.45,93.0,0.0,0.0,,1,0.7753928710937501,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00190000,2025-10-02 14:04:17+00:00,190.0,67.05,66.55,68.05,0.0,0.0,,1,0.5710492114257812,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00195000,2025-10-03 18:23:17+00:00,195.0,64.11,61.5,63.05,0.0,0.0,3.0,3,0.5251512329101562,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00200000,2025-09-26 19:19:16+00:00,200.0,57.5,57.35,58.15,0.5,0.877193,1.0,5,0.5483443603515626,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00205000,2025-10-03 16:24:17+00:00,205.0,54.71,52.45,53.2,0.0,0.0,9.0,189,0.5124560473632812,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00210000,2025-10-06 19:09:23+00:00,210.0,47.76,47.75,48.5,-2.1400032,-4.2885833,4.0,143,0.5283250292968751,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00215000,2025-10-06 19:42:18+00:00,215.0,43.1,42.9,44.2,-1.2000008,-2.7088053,39.0,18,0.530400203857422,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00220000,2025-10-06 19:58:44+00:00,220.0,38.21,38.1,38.55,-1.3600006,-3.4369488,4.0,45,0.4378718322753906,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00225000,2025-10-06 17:51:47+00:00,225.0,32.97,33.3,33.85,-1.699997,-4.903366,6.0,47,0.40991801025390623,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00230000,2025-10-06 17:38:38+00:00,230.0,28.39,28.55,29.1,-2.0100002,-6.611843,8.0,46,0.3756165954589844,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00235000,2025-10-06 19:21:30+00:00,235.0,24.35,24.25,24.65,-1.7799988,-6.812089,142.0,258,0.3529117443847656,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00240000,2025-10-06 19:11:50+00:00,240.0,20.05,20.1,20.35,-1.4200001,-6.61388,38.0,390,0.3302679278564453,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00245000,2025-10-06 19:16:36+00:00,245.0,16.2,16.2,16.5,-1.1999989,-6.8965454,230.0,807,0.3170844659423828,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00250000,2025-10-06 19:55:50+00:00,250.0,13.15,12.75,12.9,-0.31000042,-2.3031235,75.0,394,0.301764794921875,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00255000,2025-10-06 19:58:06+00:00,255.0,9.9,9.7,9.8,-0.40000057,-3.8835006,568.0,996,0.2910227148437499,True,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00260000,2025-10-06 19:52:44+00:00,260.0,7.28,7.1,7.25,-0.3699999,-4.8366,743.0,2892,0.28424788024902337,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00265000,2025-10-06 19:52:49+00:00,265.0,5.3,5.1,5.2,-0.12999964,-2.3941002,393.0,639,0.2791820129394531,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00270000,2025-10-06 19:34:47+00:00,270.0,3.7,3.5,3.6,-0.099999905,-2.6315765,1019.0,7218,0.2749095947265625,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00275000,2025-10-06 19:44:15+00:00,275.0,2.43,2.38,2.43,-0.119999886,-4.705878,235.0,440,0.27234614379882804,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00280000,2025-10-06 19:59:05+00:00,280.0,1.63,1.58,1.62,0.0,0.0,1130.0,4322,0.27210200561523434,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00285000,2025-10-06 19:46:46+00:00,285.0,1.08,1.05,1.08,-0.00999999,-0.9174303,254.0,300,0.2739330419921875,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00290000,2025-10-06 19:19:52+00:00,290.0,0.73,0.7,0.73,0.030000031,4.285719,218.0,1163,0.2778392529296875,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00295000,2025-10-06 19:47:08+00:00,295.0,0.49,0.46,0.5,0.04000002,8.888893,82.0,163,0.2829661547851562,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00300000,2025-10-06 19:39:47+00:00,300.0,0.35,0.34,0.35,0.049999982,16.66666,128.0,196,0.2890696093749999,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00305000,2025-10-06 18:01:08+00:00,305.0,0.22,0.22,0.24,0.019999996,9.999997,99.0,254,0.29395237304687494,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00310000,2025-10-06 17:45:10+00:00,310.0,0.16,0.16,0.17,0.0,0.0,104.0,864,0.3002999658203125,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00315000,2025-10-06 19:58:13+00:00,315.0,0.11,0.09,0.12,-0.009999998,-8.333331,28.0,210,0.30664755859375,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00320000,2025-10-06 18:52:54+00:00,320.0,0.08,0.07,0.09,-0.010000005,-11.111116,22.0,69,0.31445998046874996,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107C00325000,2025-10-06 18:16:24+00:00,325.0,0.08,0.03,0.06,0.029999997,59.999996,233.0,24,0.317389638671875,False,REGULAR,USD,2025-11-07,C,2025-10-06
AAPL251107P00140000,2025-10-06 17:31:57+00:00,140.0,0.03,0.0,0.25,-0.03,-50.0,201.0,12,0.8359391406249999,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00145000,2025-10-06 17:46:56+00:00,145.0,0.01,0.0,0.23,-0.04,-80.00001,1.0,5,0.7841818457031251,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00150000,2025-10-06 17:12:58+00:00,150.0,0.06,0.0,0.23,0.0,0.0,70.0,5,0.7421900781249999,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00155000,2025-10-06 17:16:36+00:00,155.0,0.07,0.01,0.07,0.030000001,75.0,14.0,8,0.6210975390625001,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00160000,2025-10-02 15:24:23+00:00,160.0,0.05,0.04,0.08,0.0,0.0,,11,0.6113320117187502,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00165000,2025-10-06 17:34:32+00:00,165.0,0.06,0.05,0.09,0.0,0.0,11.0,2,0.585941640625,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00170000,2025-10-06 19:33:31+00:00,170.0,0.09,0.06,0.1,0.030000005,50.000008,14.0,9,0.5585981640625001,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00175000,2025-10-06 18:14:27+00:00,175.0,0.12,0.08,0.11,0.029999994,33.333324,12.0,3,0.53320779296875,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00180000,2025-10-06 19:11:41+00:00,180.0,0.14,0.1,0.13,0.04,40.0,240.0,42,0.5097705273437501,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00185000,2025-10-06 19:18:09+00:00,185.0,0.16,0.12,0.15,0.04,33.333336,226.0,50,0.49121602539062503,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00190000,2025-10-06 19:28:43+00:00,190.0,0.15,0.13,0.18,0.0,0.0,23.0,27,0.467778759765625,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00195000,2025-10-06 19:25:25+00:00,195.0,0.18,0.16,0.22,-0.029999986,-14.285707,46.0,23,0.445318046875,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00200000,2025-10-06 18:19:02+00:00,200.0,0.23,0.23,0.26,0.02000001,9.523814,59.0,881,0.4204159521484375,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00205000,2025-10-06 18:17:46+00:00,205.0,0.3,0.29,0.32,0.01000002,3.448283,12.0,37,0.3979552392578125,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00210000,2025-10-06 18:09:25+00:00,210.0,0.39,0.37,0.4,0.01999998,5.4054003,106.0,54,0.3764710791015625,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00215000,2025-10-06 19:47:56+00:00,215.0,0.49,0.43,0.53,0.02000001,4.255321,62.0,92,0.35864899169921877,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00220000,2025-10-06 19:30:25+00:00,220.0,0.65,0.6,0.67,0.00999999,1.5624986,107.0,614,0.336920693359375,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00225000,2025-10-06 19:45:38+00:00,225.0,0.87,0.87,0.93,0.060000002,7.4074073,63.0,685,0.3221503332519531,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00230000,2025-10-06 19:59:47+00:00,230.0,1.25,1.23,1.28,0.07000005,5.932208,1099.0,646,0.30664755859375,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00235000,2025-10-06 19:58:06+00:00,235.0,1.79,1.76,1.83,0.110000014,6.5476203,217.0,257,0.29505099487304687,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00240000,2025-10-06 19:58:06+00:00,240.0,2.55,2.54,2.59,0.13999987,5.809123,302.0,780,0.28339339660644525,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00245000,2025-10-06 19:56:07+00:00,245.0,3.6,3.6,3.7,0.28999996,8.761329,303.0,477,0.2747875256347656,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00250000,2025-10-06 19:55:52+00:00,250.0,5.0,5.1,5.2,0.28999996,6.1571116,655.0,313,0.26697510375976563,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00255000,2025-10-06 18:50:47+00:00,255.0,6.9,7.05,7.15,0.3699999,5.6661544,171.0,351,0.25965095825195317,False,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00260000,2025-10-06 19:51:37+00:00,260.0,9.3,9.45,9.6,0.5100002,5.8020506,230.0,270,0.25287612365722656,True,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00265000,2025-10-06 16:43:37+00:00,265.0,12.25,12.4,13.55,0.8000002,6.986901,10.0,68,0.28064684204101553,True,REGULAR,USD,2025-11-07,P,2025-10-06
AAPL251107P00270000,2025-10-06 18:44:28+00:00,270.0,16.74,15.15,16.75,2.1899996,15.051543,4.0,31,0.2688061401367187,True,REGULAR,USD,2025-11-07,P,2025-10-06
