contract_symbol,last_trade_date,strike,last_price,bid,ask,change,percent_change,volume,open_interest,implied_volatility,in_the_money,contract_size,currency,expiration,type,date_pulled
AAPL260220P00275000,2025-10-03 19:09:43+00:00,275.0,23.76,24.35,24.6,0.3199997,1.3651863,1.0,256,0.20764952514648435,True,REGULAR,USD,2026-02-20,P,2025-10-06
AAPL260220P00280000,2025-10-06 17:41:29+00:00,280.0,28.68,27.8,28.1,1.5599995,5.75221,4.0,34,0.202858313293457,True,REGULAR,USD,2026-02-20,P,2025-10-06
AAPL260220P00285000,2025-10-06 18:13:52+00:00,285.0,32.37,31.5,31.95,1.6399994,5.3368025,4.0,25,0.19998968963623048,True,REGULAR,USD,2026-02-20,P,2025-10-06
AAPL260220P00290000,2025-10-06 17:40:07+00:00,290.0,35.98,35.5,35.75,1.6399994,4.7757697,2.0,37,0.19034623138427736,True,REGULAR,USD,2026-02-20,P,2025-10-06
AAPL260220P00295000,2025-10-02 19:38:32+00:00,295.0,38.94,39.3,39.95,0.0,0.0,2.0,13,0.1842732940673828,True,REGULAR,USD,2026-02-20,P,2025-10-06
AAPL260220P00300000,2025-10-06 18:33:52+00:00,300.0,44.46,44.05,44.35,0.80999756,1.8556645,4.0,73,0.17786466674804688,True,REGULAR,USD,2026-02-20,P,2025-10-06
AAPL260220P00310000,2025-09-26 18:43:48+00:00,310.0,53.7,53.2,53.75,0.0,0.0,2.0,1,0.1726156958007813,True,REGULAR,USD,2026-02-20,P,2025-10-06
AAPL260220P00340000,2025-09-30 15:11:37+00:00,340.0,85.35,82.75,84.0,0.0,0.0,,0,0.25708750732421876,True,REGULAR,USD,2026-02-20,P,2025-10-06
AAPL260320C00090000,2025-09-08 13:30:04+00:00,90.0,151.4,167.35,169.7,0.0,0.0,3.0,134,0.9328619995117188,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00095000,2025-07-11 15:30:24+00:00,95.0,118.29,160.8,163.9,0.0,0.0,7.0,8,0.7392604199218749,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00100000,2025-09-22 15:27:14+00:00,100.0,157.86,157.65,159.7,0.0,0.0,5.0,48,0.8608412353515625,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00105000,2025-08-11 16:03:44+00:00,105.0,126.0,151.05,153.8,0.0,0.0,2.0,32,0.6821320849609377,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00110000,2025-09-22 15:27:14+00:00,110.0,148.14,147.25,149.8,0.0,0.0,5.0,20,0.7696556237792969,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00115000,2025-08-11 17:29:35+00:00,115.0,116.06,141.3,144.05,0.0,0.0,1.0,189,0.6506382592773439,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00120000,2025-09-24 14:32:56+00:00,120.0,135.06,138.0,140.0,0.0,0.0,2.0,101,0.7348659326171875,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00125000,2025-09-29 16:05:41+00:00,125.0,131.3,133.25,135.1,0.0,0.0,2.0,130,0.7121610815429689,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00130000,2025-10-03 14:55:23+00:00,130.0,130.9,128.6,130.4,0.0,0.0,5.0,225,0.6985503778076172,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00135000,2025-10-01 13:57:44+00:00,135.0,124.13,123.2,125.2,0.0,0.0,32.0,360,0.6479527392578125,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00140000,2025-10-01 13:59:49+00:00,140.0,119.44,118.85,120.3,0.0,0.0,86.0,337,0.637698935546875,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00145000,2025-10-01 14:05:58+00:00,145.0,114.55,113.55,115.85,0.0,0.0,18.0,216,0.6132240826416018,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00150000,2025-10-01 16:12:53+00:00,150.0,110.0,109.25,111.2,0.0,0.0,28.0,668,0.6078530426025393,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00155000,2025-09-30 14:46:50+00:00,155.0,103.75,103.75,106.1,0.0,0.0,1.0,218,0.5642133422851563,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00160000,2025-10-06 18:30:13+00:00,160.0,99.88,100.05,101.0,-1.9700012,-1.9342182,3.0,381,0.5606733386230469,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00165000,2025-10-02 16:23:55+00:00,165.0,96.45,95.2,96.05,0.0,0.0,4.0,248,0.5355271057128907,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00170000,2025-10-06 18:12:09+00:00,170.0,89.83,90.5,90.95,0.23000336,0.2567002,12.0,806,0.5108081146240235,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00175000,2025-10-03 16:36:45+00:00,175.0,87.52,85.45,87.55,0.0,0.0,2.0,450,0.5094653546142578,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00180000,2025-10-03 16:48:20+00:00,180.0,83.1,81.0,81.5,0.0,0.0,36.0,728,0.48114532531738285,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00185000,2025-10-06 19:45:54+00:00,185.0,76.98,75.95,77.25,-1.6800003,-2.1357746,9.0,598,0.47577428527832033,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00190000,2025-10-06 19:46:12+00:00,190.0,72.36,71.55,72.1,-0.7799988,-1.0664463,4.0,608,0.44348701049804684,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00195000,2025-10-03 17:53:01+00:00,195.0,67.97,66.95,67.85,0.0,0.0,5.0,1783,0.435979761352539,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00200000,2025-10-06 18:29:04+00:00,200.0,62.67,62.55,63.0,-1.1400032,-1.7865589,17.0,6007,0.4119321502685547,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00210000,2025-10-06 19:40:19+00:00,210.0,54.1,53.9,54.15,-1.1000023,-1.9927578,13.0,4775,0.3827271200561523,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00220000,2025-10-06 19:07:14+00:00,220.0,45.5,45.5,45.75,-1.1500015,-2.4651694,22.0,5644,0.35816071533203125,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00230000,2025-10-06 19:05:40+00:00,230.0,37.58,37.6,37.85,-1.199997,-3.0943708,372.0,7703,0.33658500335693364,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00240000,2025-10-06 19:53:07+00:00,240.0,30.66,30.3,30.5,-0.5400009,-1.7307721,69.0,11812,0.31662670684814453,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00250000,2025-10-06 19:58:27+00:00,250.0,23.95,23.8,23.95,-0.54999924,-2.2448947,253.0,12021,0.3001778967285156,True,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00260000,2025-10-06 19:33:24+00:00,260.0,18.26,18.1,18.2,-0.3899994,-2.0911496,361.0,8743,0.2854075366210937,False,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00270000,2025-10-06 19:51:55+00:00,270.0,13.7,13.35,13.5,-0.119999886,-0.868306,467.0,8981,0.2746959738159179,False,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00280000,2025-10-06 19:56:02+00:00,280.0,9.8,9.6,9.75,-0.05000019,-0.5076161,996.0,24124,0.26636475830078127,False,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00290000,2025-10-06 17:58:01+00:00,290.0,6.63,6.75,6.9,-0.1500001,-2.2123907,83.0,5246,0.26050544189453123,False,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00300000,2025-10-06 19:50:24+00:00,300.0,4.85,4.65,4.8,0.099999905,2.105261,394.0,9668,0.2564771618652344,False,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00310000,2025-10-06 19:59:40+00:00,310.0,3.25,3.2,3.3,-0.049999952,-1.5151501,39.0,2183,0.25403578002929694,False,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00320000,2025-10-06 19:35:46+00:00,320.0,2.23,2.2,2.25,0.029999971,1.3636351,435.0,6847,0.25269302001953126,False,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00330000,2025-10-06 17:57:26+00:00,330.0,1.49,1.5,1.55,0.01999998,1.3605429,6.0,1152,0.25318129638671877,False,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00340000,2025-10-03 17:55:49+00:00,340.0,1.04,1.03,1.07,0.029999971,2.9702942,3.0,1186,0.25427991821289064,False,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00350000,2025-10-06 17:03:14+00:00,350.0,0.73,0.71,0.74,0.04000002,5.7971044,12.0,1937,0.2557447473144532,False,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00360000,2025-10-06 19:29:38+00:00,360.0,0.49,0.49,0.52,-0.01999998,-3.921565,14.0,1529,0.2580640600585938,False,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320C00370000,2025-10-06 18:01:59+00:00,370.0,0.33,0.34,0.37,0.01000002,3.1250064,17.0,2754,0.260749580078125,False,REGULAR,USD,2026-03-20,C,2025-10-06
AAPL260320P00090000,2025-10-06 19:47:55+00:00,90.0,0.06,0.04,0.08,-0.010000002,-14.285716,5.0,647,0.5742230078125,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00095000,2025-10-01 13:52:11+00:00,95.0,0.11,0.05,0.09,0.0,0.0,10.0,263,0.5546919531250001,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00100000,2025-10-03 17:35:15+00:00,100.0,0.09,0.07,0.14,0.0,0.0,1.0,578,0.5507857421875001,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00105000,2025-09-22 16:32:32+00:00,105.0,0.11,0.1,0.12,0.0,0.0,1.0,593,0.5273484765625001,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00110000,2025-09-23 18:38:16+00:00,110.0,0.13,0.11,0.14,0.0,0.0,1.0,519,0.508793974609375,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00115000,2025-10-03 16:22:10+00:00,115.0,0.14,0.14,0.17,0.0,0.0,23.0,498,0.5019581054687501,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00120000,2025-10-03 19:40:49+00:00,120.0,0.17,0.16,0.2,0.0,0.0,2.0,565,0.48730981445312505,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00125000,2025-10-02 19:41:09+00:00,125.0,0.23,0.2,0.23,0.0,0.0,6.0,1067,0.471684970703125,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00130000,2025-10-03 18:52:03+00:00,130.0,0.26,0.24,0.29,0.0,0.0,5.0,258,0.4624077197265626,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00135000,2025-10-03 19:40:26+00:00,135.0,0.3,0.24,0.32,0.0,0.0,6.0,746,0.445318046875,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00140000,2025-10-06 17:47:11+00:00,140.0,0.37,0.34,0.37,0.030000001,8.823529,2.0,1629,0.43140217041015627,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00145000,2025-10-03 13:58:27+00:00,145.0,0.42,0.42,0.44,0.0,0.0,1.0,919,0.41992767578125,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00150000,2025-10-06 15:17:00+00:00,150.0,0.49,0.48,0.51,-0.029999971,-5.7692256,10.0,2930,0.407232490234375,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00155000,2025-10-06 17:47:11+00:00,155.0,0.59,0.56,0.6,-0.01000005,-1.666675,1.0,3196,0.3957579956054688,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00160000,2025-10-06 17:53:22+00:00,160.0,0.72,0.67,0.7,0.030000031,4.347831,2.0,5746,0.3842835009765625,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00165000,2025-10-03 14:17:08+00:00,165.0,0.79,0.79,0.82,0.0,0.0,153.0,4106,0.37317521362304684,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00170000,2025-10-06 15:46:43+00:00,170.0,0.94,0.94,0.97,0.0,0.0,1.0,11031,0.3631655480957031,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00175000,2025-10-06 17:26:53+00:00,175.0,1.13,1.11,1.14,0.0,0.0,14.0,6877,0.3529117443847656,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00180000,2025-10-06 18:14:53+00:00,180.0,1.36,1.31,1.35,0.029999971,2.255637,46.0,6620,0.34363449340820307,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00185000,2025-10-03 19:04:01+00:00,185.0,1.64,1.55,1.59,0.14999998,10.067113,10.0,3468,0.33411310424804685,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00190000,2025-10-03 17:57:20+00:00,190.0,1.81,1.83,1.89,0.0,0.0,7.0,7926,0.325629302368164,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00195000,2025-10-06 14:53:37+00:00,195.0,2.1,2.17,2.23,0.03999996,1.9417458,13.0,7371,0.316840327758789,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00200000,2025-10-06 19:21:20+00:00,200.0,2.63,2.57,2.63,0.1500001,6.048391,4.0,7585,0.3082954913330078,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00210000,2025-10-06 15:50:54+00:00,210.0,3.75,3.6,3.7,0.26999998,7.7586203,18.0,12523,0.29315892395019527,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00220000,2025-10-06 19:21:20+00:00,220.0,5.0,5.0,5.15,0.25,5.263158,206.0,14390,0.2784495983886719,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00230000,2025-10-06 18:35:21+00:00,230.0,6.95,6.95,7.05,0.2999997,4.511274,290.0,7773,0.263404582824707,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00240000,2025-10-06 18:07:30+00:00,240.0,9.9,9.5,9.65,0.8499994,9.392259,941.0,6092,0.25016008636474607,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00250000,2025-10-06 18:39:12+00:00,250.0,13.15,12.85,13.0,0.79999924,6.4777265,413.0,10758,0.23691558990478517,False,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00260000,2025-10-06 19:16:40+00:00,260.0,17.36,17.15,17.3,1.210001,7.492266,416.0,2609,0.22458661163330074,True,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00270000,2025-10-06 17:42:46+00:00,270.0,22.92,22.45,22.6,0.87000084,3.9455822,1.0,214,0.2122881506347656,True,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00280000,2025-10-06 17:43:08+00:00,280.0,29.4,28.8,29.7,1.7799988,6.4446006,6.0,157,0.21244073699951171,True,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00290000,2025-10-06 18:47:50+00:00,290.0,36.8,36.2,36.7,1.6599998,4.723961,20.0,17,0.19461864959716796,True,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00300000,2025-10-06 18:18:23+00:00,300.0,45.34,44.5,45.1,1.5999985,3.6579754,2.0,29,0.186531572265625,True,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00310000,2025-09-26 16:07:23+00:00,310.0,55.19,53.4,54.0,0.0,0.0,2.0,3,0.17151707397460939,True,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00320000,2025-02-14 19:56:26+00:00,320.0,75.45,105.2,107.2,0.0,0.0,,0,0.9212501771545412,True,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00350000,2025-05-13 14:39:20+00:00,350.0,138.33,152.45,154.85,0.0,0.0,1.0,0,1.2754247654724118,True,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00360000,2025-03-19 14:18:30+00:00,360.0,141.67,161.45,164.6,0.0,0.0,,0,1.2967869633483884,True,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260320P00370000,2025-05-07 13:30:09+00:00,370.0,171.09,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2026-03-20,P,2025-10-06
AAPL260417C00120000,2025-09-18 18:11:40+00:00,120.0,120.62,138.45,140.25,0.0,0.0,,1,0.7019072778320312,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00125000,2025-09-24 14:28:57+00:00,125.0,130.76,134.0,135.35,0.0,0.0,1.0,6,0.6877472631835939,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00140000,2025-10-01 13:57:32+00:00,140.0,119.75,119.45,120.95,0.0,0.0,3.0,22,0.6197547790527345,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00150000,2025-09-29 15:23:46+00:00,150.0,107.5,109.7,111.25,0.0,0.0,1.0,2,0.5726361096191408,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00155000,2025-09-15 13:30:14+00:00,155.0,87.0,104.6,106.4,0.0,0.0,10.0,14,0.5452926330566408,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00160000,2025-09-22 19:37:18+00:00,160.0,100.28,100.6,101.6,0.0,0.0,10.0,0,0.5396774548339844,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00165000,2025-09-18 18:35:50+00:00,165.0,78.1,95.9,96.85,0.0,0.0,3.0,5,0.5213060565185546,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00170000,2025-09-18 18:36:14+00:00,170.0,73.53,91.15,92.15,0.0,0.0,5.0,8,0.5027515545654297,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00175000,2025-09-29 15:34:24+00:00,175.0,83.77,86.4,87.5,0.0,0.0,1.0,3,0.5007984490966797,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00180000,2025-09-29 14:47:10+00:00,180.0,79.84,81.8,82.85,0.0,0.0,1.0,9,0.48303739624023445,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00185000,2025-09-26 14:39:10+00:00,185.0,76.25,77.25,77.85,0.0,0.0,2.0,9,0.4559380578613281,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00190000,2025-10-06 19:04:52+00:00,190.0,72.72,72.75,73.1,0.27000427,0.37267673,7.0,25,0.4355830368041992,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00195000,2025-10-06 18:21:32+00:00,195.0,68.06,68.25,68.7,-1.5400009,-2.212645,8.0,16,0.42328457580566403,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00200000,2025-10-06 19:47:06+00:00,200.0,64.36,63.8,64.1,-1.3399963,-2.0395684,11.0,247,0.4056455920410156,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00205000,2025-10-06 19:04:13+00:00,205.0,59.4,59.45,59.75,-1.7999992,-2.9411752,8.0,59,0.3927062683105469,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00210000,2025-10-06 19:46:40+00:00,210.0,55.7,55.05,55.45,-1.1399994,-2.0056288,16.0,89,0.3797669445800781,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00215000,2025-10-06 19:00:36+00:00,215.0,50.83,51.0,51.25,-1.8899994,-3.584976,30.0,95,0.36759055267333984,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00220000,2025-10-06 18:45:14+00:00,220.0,46.7,46.9,47.15,-1.7000008,-3.5123982,24.0,178,0.3559939889526367,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00225000,2025-10-06 19:02:11+00:00,225.0,42.8,42.9,43.2,-1.1800003,-2.6830385,42.0,697,0.34552656433105466,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00230000,2025-10-06 16:11:55+00:00,230.0,39.5,39.1,39.4,-1.8400002,-4.4508953,39.0,333,0.335944140625,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00235000,2025-10-06 18:59:49+00:00,235.0,35.4,35.45,35.7,-2.0099983,-5.3728905,13.0,290,0.3262091305541992,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00240000,2025-10-06 19:31:37+00:00,240.0,32.2,31.95,32.2,-0.45000076,-1.3782564,98.0,881,0.3176642941284179,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00245000,2025-10-06 19:53:44+00:00,245.0,28.98,28.6,28.85,-0.70000076,-2.358493,22.0,252,0.30933307861328124,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00250000,2025-10-06 18:43:33+00:00,250.0,25.5,25.45,25.65,-1.0499992,-3.9547994,70.0,573,0.3010628976440429,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00255000,2025-10-06 19:51:31+00:00,255.0,22.94,22.55,22.7,-0.47999954,-2.0495284,49.0,527,0.2940439248657226,True,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00260000,2025-10-06 18:52:07+00:00,260.0,19.93,19.8,19.95,-0.5699997,-2.7804863,211.0,1366,0.28745219390869137,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00265000,2025-10-06 18:51:47+00:00,265.0,17.3,17.3,17.45,-0.35000038,-1.983005,19.0,709,0.28183701568603514,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00270000,2025-10-06 19:57:28+00:00,270.0,15.16,15.0,15.15,-0.44000053,-2.820516,108.0,1859,0.27648123428344723,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00275000,2025-10-06 18:19:36+00:00,275.0,12.92,12.95,13.1,-0.47999954,-3.5820863,15.0,1252,0.2720409710693359,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00280000,2025-10-06 18:39:51+00:00,280.0,11.13,11.15,11.25,-0.5199995,-4.4635153,82.0,732,0.2678906219482422,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00285000,2025-10-06 18:40:02+00:00,285.0,9.6,9.5,9.6,-0.29999924,-3.0302954,23.0,580,0.2640759628295898,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00290000,2025-10-06 18:51:27+00:00,290.0,8.15,8.1,8.2,-0.19000053,-2.278184,104.0,437,0.2615125119018554,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00295000,2025-10-06 17:38:01+00:00,295.0,6.85,6.8,6.95,-0.20000029,-2.8368833,51.0,222,0.2588575091552735,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00300000,2025-10-06 18:40:18+00:00,300.0,5.82,5.75,5.9,-0.03999996,-0.68259317,105.0,596,0.25714854187011715,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00305000,2025-10-06 18:40:36+00:00,305.0,5.0,4.85,4.95,-0.1500001,-2.9126232,19.0,133,0.2549207809448243,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00310000,2025-10-06 18:36:17+00:00,310.0,4.13,4.05,4.2,-0.23000002,-5.2752295,5.0,289,0.25427991821289064,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00315000,2025-10-06 17:16:28+00:00,315.0,3.5,3.4,3.5,-0.1500001,-4.1095915,27.0,109,0.25250991638183595,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00320000,2025-10-03 16:19:22+00:00,320.0,2.94,2.88,2.95,-0.109999895,-3.606554,21.0,113,0.25205215728759767,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00325000,2025-10-06 18:59:47+00:00,325.0,2.45,2.42,2.47,-0.06999993,-2.777775,17.0,116,0.251411294555664,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00330000,2025-10-06 14:35:44+00:00,330.0,2.02,2.03,2.08,-0.089999914,-4.265399,3.0,44,0.25135026000976557,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00340000,2025-10-06 18:46:33+00:00,340.0,1.43,1.43,1.47,-0.05000007,-3.3783832,24.0,277,0.2515943981933594,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00350000,2025-10-06 18:46:40+00:00,350.0,1.06,1.02,1.05,0.049999952,4.9504905,3.0,141,0.25269302001953126,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00360000,2025-10-06 17:01:37+00:00,360.0,0.75,0.72,0.75,-0.04000002,-5.0632935,1.0,1,0.25403578002929694,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417C00370000,2025-10-06 19:42:26+00:00,370.0,0.53,0.52,0.55,-0.01000005,-1.851861,4.0,9,0.2564771618652344,False,REGULAR,USD,2026-04-17,C,2025-10-06
AAPL260417P00120000,2025-10-01 14:12:21+00:00,120.0,0.24,0.22,0.26,0.0,0.0,1.0,91,0.46631393066406257,False,REGULAR,USD,2026-04-17,P,2025-10-06
AAPL260417P00125000,2025-09-12 14:03:17+00:00,125.0,0.43,0.25,0.3,0.0,0.0,30.0,31,0.45215391601562505,False,REGULAR,USD,2026-04-17,P,2025-10-06
AAPL260417P00130000,2025-10-02 14:43:43+00:00,130.0,0.33,0.32,0.35,0.0,0.0,5.0,406,0.43945873046875,False,REGULAR,USD,2026-04-17,P,2025-10-06
AAPL260417P00135000,2025-09-19 16:42:20+00:00,135.0,0.45,0.37,0.41,0.0,0.0,2.0,53,0.4270076831054688,False,REGULAR,USD,2026-04-17,P,2025-10-06
AAPL260417P00140000,2025-09-29 14:17:24+00:00,140.0,0.48,0.44,0.5,0.0,0.0,1.0,66,0.41797457031249996,False,REGULAR,USD,2026-04-17,P,2025-10-06
AAPL260417P00145000,2025-09-22 16:39:19+00:00,145.0,0.54,0.49,0.58,0.0,0.0,7.0,44,0.40601179931640624,False,REGULAR,USD,2026-04-17,P,2025-10-06
AAPL260417P00150000,2025-10-06 15:58:25+00:00,150.0,0.63,0.62,0.66,-0.06999999,-9.999999,1.0,56,0.39331661376953125,False,REGULAR,USD,2026-04-17,P,2025-10-06
AAPL260417P00155000,2025-10-01 13:55:08+00:00,155.0,0.79,0.73,0.77,0.0,0.0,1.0,86,0.38245246459960935,False,REGULAR,USD,2026-04-17,P,2025-10-06
AAPL260417P00160000,2025-10-02 16:33:16+00:00,160.0,0.83,0.86,0.92,0.0,0.0,20.0,115,0.3737855590820312,False,REGULAR,USD,2026-04-17,P,2025-10-06
AAPL260417P00165000,2025-10-06 15:56:24+00:00,165.0,1.01,1.01,1.05,0.029999971,3.0612216,2.0,57,0.36206692626953124,False,REGULAR,USD,2026-04-17,P,2025-10-06
AAPL260417P00170000,2025-10-06 15:50:27+00:00,170.0,1.2,1.19,1.25,0.0,0.0,5.0,44,0.3537662280273437,False,REGULAR,USD,2026-04-17,P,2025-10-06
AAPL260417P00175000,2025-10-06 18:45:44+00:00,175.0,1.47,1.4,1.45,0.13999999,10.526314,4.0,122,0.3438175970458984,False,REGULAR,USD,2026-04-17,P,2025-10-06
AAPL260417P00180000,2025-10-06 18:45:39+00:00,180.0,1.67,1.64,1.69,0.049999952,3.0864167,6.0,144,0.33447931152343746,False,REGULAR,USD,2026-04-17,P,2025-10-06
